N,P,K,ph,ec,organic_carbon,S,Zn,Fe,Cu,Mn,B,fertility_score,soil_quality_index,fertility_grade
0.7771260997067448,0.42687747035573126,0.0,0.4956896551724146,0.8705882352941177,0.44528301886792454,0.9999999999999999,0.2556390977443609,0.029000100694794077,0.30622009569377995,0.10425806451612904,1.0,0.0,0.014196865363659772,1
0.4838709677419355,0.33992094861660077,0.5079113924050633,0.5474137931034484,0.6,0.4075471698113208,0.9999999999999999,0.2255639097744361,0.020944517168462386,0.507177033492823,0.09703225806451612,1.0,0.44088525601480566,0.4360002086666203,0
0.46627565982404695,0.20553359683794464,0.29113924050632917,0.4525862068965525,0.7764705882352941,0.5132075471698114,0.9999999999999999,0.13533834586466167,0.04994461786325647,0.2966507177033493,0.10993548387096774,1.0,0.26235348550277604,0.26698024622661215,0
0.9442815249266862,0.3636363636363636,0.5253164556962024,0.6163793103448283,0.49411764705882355,0.44528301886792454,0.9657557938429607,0.2105263157894737,0.07894471855805055,0.14354066985645936,0.10580645161290322,1.0,0.6485348550277604,0.6674903201873361,1
0.5219941348973607,0.42687747035573126,0.6091772151898733,0.4353448275862073,0.6235294117647059,0.3849056603773585,0.9999999999999999,0.15037593984962408,0.07008357667908569,0.11961722488038282,0.08567741935483872,0.6650366748166259,0.5372455274521899,0.5295987804595303,0
0.5953079178885631,0.42687747035573126,0.6091772151898733,0.5732758620689662,0.7529411764705882,0.5509433962264151,0.523002421307506,0.3458646616541353,0.06041687644748766,0.7081339712918662,0.13212903225806452,0.5183374083129584,0.5680906847624921,0.5644043727249541,0
0.4838709677419355,0.3794466403162055,0.7927215189873418,0.4267241379310347,0.3764705882352941,0.679245283018868,0.9934278796264268,0.2706766917293234,0.05719464303695499,0.6411483253588517,0.15535483870967742,1.0,0.6635872917951883,0.6454783102640791,0
0.6862170087976539,0.42687747035573126,0.3575949367088607,0.3663793103448283,0.5058823529411764,0.4679245283018868,0.979591836734694,0.2857142857142858,0.029000100694794077,0.598086124401914,0.10529032258064516,1.0,0.4101634793337444,0.4232669077925391,1
0.4838709677419355,0.1660079051383399,0.6091772151898733,0.418103448275863,0.8705882352941177,0.43018867924528315,0.9999999999999999,0.2706766917293234,0.020138958815829222,0.6889952153110048,0.11974193548387099,1.0,0.5171344848858728,0.5077258816164707,0
0.5953079178885631,0.22134387351778656,0.45886075949367094,0.3232758620689662,0.6235294117647059,0.3849056603773585,0.9999999999999999,0.2406015037593985,0.01852784211056288,0.5502392344497609,0.10322580645161289,0.6650366748166259,0.44767119062307226,0.4512931534163364,0
0.3724340175953079,0.41106719367588923,0.5917721518987342,1.0,0.5647058823529412,0.34716981132075475,0.9999999999999999,0.16541353383458648,0.013694491994763872,0.507177033492823,0.1496774193548387,1.0,0.4605027760641579,0.445269643643783,1
0.4105571847507331,0.1660079051383399,0.6091772151898733,0.6077586206896557,0.49411764705882355,0.279245283018868,0.9999999999999999,0.962406015037594,0.020138958815829222,0.5023923444976076,0.13470967741935486,1.0,0.48628932757557053,0.4727533560548098,0
0.5219941348973607,0.42687747035573126,0.9256329113924051,0.487068965517242,0.5764705882352941,0.43018867924528315,0.9999999999999999,0.9999999999999999,0.012888933642130701,0.9090909090909092,0.19251612903225807,0.8019559902200489,0.7840067859346082,0.7614505807887597,0
0.281524926686217,0.22134387351778656,0.3575949367088607,0.4353448275862073,0.7294117647058823,0.5132075471698114,0.9999999999999999,0.42105263157894746,0.008861141878964859,0.598086124401914,0.1889032258064516,1.0,0.23669031462060464,0.22827026964364389,1
0.5747800586510264,0.42687747035573126,0.8259493670886076,0.5818965517241379,0.388235294117647,0.5509433962264151,0.9999999999999999,0.5413533834586467,0.017722283757929717,0.6411483253588517,0.1310967741935484,1.0,0.728485502776064,0.7134804433006421,0
0.3196480938416422,0.41106719367588923,0.5411392405063291,0.4698275862068968,0.388235294117647,0.5735849056603775,0.9999999999999999,0.40601503759398505,0.013694491994763872,0.8755980861244019,0.14296774193548387,0.5183374083129584,0.3988124614435533,0.38362952400825406,0
0.4838709677419355,0.3952569169960474,0.6914556962025316,0.4525862068965525,0.5294117647058824,0.679245283018868,0.9657557938429607,0.5413533834586467,0.020944517168462386,0.660287081339713,0.1574193548387097,1.0,0.5848704503392966,0.5715036748510354,0
0.281524926686217,0.42687747035573126,0.6424050632911393,0.6163793103448283,0.8941176470588235,0.3245283018867925,0.4538222068488412,0.9999999999999999,0.011277816936864363,0.6363636363636364,0.256,1.0,0.46198334361505233,0.4397376596879275,0
0.4105571847507331,0.6166007905138338,0.8433544303797469,0.487068965517242,0.5529411764705882,0.7622641509433964,0.9380837080594949,0.7518796992481204,0.05719464303695499,0.507177033492823,0.33961290322580645,0.5770171149144254,0.675925354719309,0.6512931534163362,0
0.281524926686217,0.3636363636363636,0.6914556962025316,0.5387931034482767,0.7294117647058823,0.33207547169811324,0.9999999999999999,0.3007518796992481,0.05961131809485449,0.8708133971291867,0.23380645161290323,1.0,0.4992442936458975,0.474793651897707,0
0.4838709677419355,0.42687747035573126,0.3085443037974684,0.5215517241379315,0.4,0.7018867924528303,0.9999999999999999,0.3308270676691729,0.04833350115799014,0.6411483253588517,0.2513548387096774,1.0,0.28678285009253546,0.29140351487329325,0
0.7419354838709677,0.45059288537549397,0.7927215189873418,0.4267241379310347,0.44705882352941173,0.6566037735849057,0.9999999999999999,0.43609022556390986,0.040277917631658444,0.8995215311004786,0.2601290322580645,1.0,0.7732726711906229,0.7689254828313741,1
0.7243401759530792,0.22134387351778656,0.2579113924050633,0.625,0.5529411764705882,0.4679245283018868,0.9657557938429607,0.13533834586466167,0.06847245997381937,0.3971291866028709,0.12129032258064518,1.0,0.34526526835286864,0.3651648466300342,1
0.4838709677419355,0.32411067193675885,0.42563291139240506,0.5474137931034484,0.5529411764705882,0.5509433962264151,0.5506745070909719,0.13533834586466167,0.06041687644748766,0.4019138755980862,0.10529032258064516,1.0,0.37648056755089454,0.37557499246481657,0
0.281524926686217,0.41106719367588923,0.8591772151898736,0.487068965517242,0.6235294117647059,0.6339622641509435,0.8273953649256311,0.15037593984962408,0.06525022656328669,0.507177033492823,0.10993548387096774,1.0,0.6307680444170266,0.5985839651294893,0
0.281524926686217,0.42687747035573126,0.4414556962025316,0.6336206896551735,0.5647058823529412,0.7018867924528303,0.9242476651677619,0.2406015037593985,0.06766690162118619,0.5263157894736843,0.10580645161290322,1.0,0.3052899444787168,0.29273434420718286,0
0.11730205278592376,0.3952569169960474,0.5079113924050633,0.3922413793103452,0.48235294117647054,0.7245283018867925,0.7167070217917675,0.16541353383458648,0.06605578491591985,0.45454545454545464,0.11561290322580645,1.0,0.28752313386798267,0.26320106188124565,1
0.1906158357771261,0.42687747035573126,0.6914556962025316,0.4439655172413799,0.388235294117647,0.49056603773584917,0.4538222068488412,0.13533834586466167,0.05961131809485449,0.38277511961722493,0.10580645161290322,0.6650366748166259,0.46198334361505233,0.4327450093899981,0
0.0,0.32411067193675885,0.3085443037974684,0.5646551724137936,0.3764705882352941,0.7396226415094341,0.9242476651677619,0.13533834586466167,0.05236129292115598,0.45454545454545464,0.09754838709677419,1.0,0.07666563849475638,0.054798752637314485,1
0.1348973607038123,0.33992094861660077,0.759493670886076,0.4698275862068968,0.4,0.679245283018868,0.8619854721549636,0.13533834586466167,0.04591682610009063,0.4497607655502393,0.11148387096774193,1.0,0.4902375077112894,0.45498887111358416,2
0.0,0.18972332015810273,0.8433544303797469,0.4008620689655178,0.22352941176470587,0.7245283018867925,0.8412314078173643,0.12030075187969927,0.04430570939482429,0.3971291866028709,0.14296774193548387,1.0,0.4681523750771128,0.4183052792654936,0
0.041055718475073305,0.3794466403162055,0.42563291139240506,0.3491379310344831,0.6705882352941177,0.5509433962264151,0.7305430646835004,0.2105263157894737,0.05961131809485449,0.3779904306220096,0.1310967741935484,1.0,0.1910394818013571,0.1664353944958385,0
0.023460410557184758,0.42687747035573126,0.4746835443037975,0.3836206896551735,0.2823529411764706,0.5509433962264151,0.7582151504669664,0.5112781954887219,0.03061121740006041,0.38277511961722493,0.1078709677419355,1.0,0.22262492288710667,0.19470276599197794,1
0.0,0.3636363636363636,0.4414556962025316,0.418103448275863,0.44705882352941173,0.618867924528302,0.564510549982705,0.3157894736842105,0.08700030208438225,0.7751196172248804,0.25187096774193546,1.0,0.1809222702035781,0.15276077531242055,0
0.0,0.41106719367588923,0.6582278481012658,0.3577586206896557,0.388235294117647,0.5132075471698114,0.9242476651677619,0.5563909774436091,0.011277816936864363,0.7894736842105264,0.11716129032258063,1.0,0.33465453423812463,0.29415791426120447,0
0.11730205278592376,0.33992094861660077,0.5253164556962024,0.6163793103448283,0.4,0.3849056603773585,0.9999999999999999,0.7067669172932333,0.011277816936864363,0.7224880382775121,0.13161290322580646,1.0,0.3002313386798273,0.2748122000417335,1
0.1348973607038123,0.3794466403162055,0.8433544303797469,0.5215517241379315,0.3176470588235294,0.5132075471698114,0.9999999999999999,0.15037593984962408,0.04269459268955795,0.6411483253588517,0.1192258064516129,1.0,0.5562461443553363,0.5168793906934688,0
0.2991202346041056,0.33992094861660077,0.7088607594936709,0.5646551724137936,0.5176470588235295,0.618867924528302,0.9999999999999999,0.42105263157894746,0.024166750578995068,0.7655502392344499,0.304,1.0,0.5198488587291794,0.49570668428740366,0
0.501466275659824,0.45059288537549397,0.8591772151898736,0.5818965517241379,0.6823529411764706,0.5735849056603775,0.9999999999999999,0.3157894736842105,0.020138958815829222,0.6889952153110048,0.4861935483870967,1.0,0.7239204194941392,0.7034088010943407,1
0.7038123167155426,0.22134387351778656,0.4414556962025316,0.487068965517242,0.42352941176470593,0.5358490566037737,0.9999999999999999,0.3458646616541353,0.023361192226361897,0.598086124401914,0.18529032258064518,1.0,0.4797501542257866,0.4900170411073241,1
0.6510263929618768,0.5138339920948616,0.4746835443037975,0.5215517241379315,0.388235294117647,0.5132075471698114,0.979591836734694,0.2706766917293234,0.03222233410532675,0.6315789473684211,0.14296774193548387,1.0,0.4880166563849475,0.4935782847603813,1
0.7595307917888563,0.32411067193675885,0.5253164556962024,0.4698275862068968,0.3764705882352941,0.44528301886792454,0.9999999999999999,0.2105263157894737,0.020138958815829222,0.44497607655502397,0.13419354838709677,1.0,0.5701881554595928,0.5793495397741764,1
0.5395894428152492,0.3636363636363636,0.27373417721518983,0.6077586206896557,0.24705882352941178,0.49056603773584917,0.737461086129367,0.9999999999999999,0.015305608700030213,0.45454545454545464,0.11974193548387099,1.0,0.2820943861813695,0.29122730750504294,0
0.7771260997067448,0.1660079051383399,0.24050632911392406,0.5732758620689662,0.5411764705882354,0.3849056603773585,0.7582151504669664,0.5563909774436091,0.03786124257375894,0.5023923444976076,0.13832258064516129,1.0,0.3530382479950648,0.3766183255662981,1
0.8328445747800587,0.23715415019762848,0.5411392405063291,0.4267241379310347,0.2588235294117647,0.5358490566037737,0.9999999999999999,0.6165413533834587,0.035444567515859435,0.5119617224880383,0.11148387096774193,1.0,0.6120141887723626,0.6245235445503232,1
0.6129032258064516,0.1660079051383399,0.34177215189873417,0.5818965517241379,0.611764705882353,0.5962264150943397,0.7651331719128328,0.7067669172932333,0.034639009163226264,0.4497607655502393,0.3943225806451613,1.0,0.36290869833436146,0.37303389673320825,1
0.501466275659824,0.150197628458498,0.42563291139240506,0.5474137931034484,0.43529411764705883,0.49056603773584917,0.7720511933586994,0.81203007518797,0.023361192226361897,0.44497607655502397,0.392258064516129,1.0,0.3811690314620604,0.3813341911849946,0
0.4486803519061584,0.20553359683794464,0.5253164556962024,0.5646551724137936,0.3176470588235294,0.44528301886792454,0.7167070217917675,0.2857142857142858,0.021750075521095556,0.39234449760765555,0.09187096774193548,1.0,0.437553979025293,0.4301018988662448,0
0.0,0.23715415019762848,0.6424050632911393,0.3577586206896557,0.7176470588235294,0.5509433962264151,0.7305430646835004,0.42105263157894746,0.026583425636894573,0.4976076555023924,0.09703225806451612,1.0,0.3270049352251696,0.28838480443300657,0
0.07917888563049852,0.30830039525691694,0.45886075949367094,0.5129310344827589,0.42352941176470593,0.5132075471698114,0.7651331719128328,0.3458646616541353,0.022555633873728727,0.46411483253588526,0.10270967741935486,1.0,0.23187847008019735,0.20770965199044794,0
0.4105571847507331,0.3636363636363636,0.34177215189873417,0.5646551724137936,0.5058823529411764,0.5132075471698114,0.7720511933586994,0.42105263157894746,0.02577786728426141,0.44497607655502397,0.39535483870967736,1.0,0.2808605798889574,0.2799036655769634,0
0.0,0.2766798418972332,0.4414556962025316,0.4956896551724146,0.5882352941176471,0.3849056603773585,0.6751988931165687,0.5864661654135339,0.033833450810593094,0.368421052631579,0.09754838709677419,1.0,0.15612276372609502,0.12486900373281423,0
0.26392961876832843,0.20553359683794464,0.759493670886076,0.3405172413793105,0.7176470588235294,0.43018867924528315,0.7167070217917675,0.43609022556390986,0.06927801832645253,0.7751196172248804,0.22296774193548385,1.0,0.5424275138803207,0.5141435394495839,0
0.3548387096774194,0.3794466403162055,0.5411392405063291,0.3491379310344831,0.45882352941176474,0.49056603773584917,0.8273953649256311,0.39097744360902253,0.2585842311952472,0.7224880382775121,0.5419354838709678,1.0,0.4131246144355336,0.3998730611393198,0
0.4105571847507331,0.41106719367588923,0.5253164556962024,0.2715517241379315,0.7411764705882353,0.5358490566037737,0.6613628502248357,0.42105263157894746,0.15950055382136744,0.6842105263157896,0.13625806451612904,1.0,0.42472239358420727,0.4152448355011477,0
0.7419354838709677,0.20553359683794464,0.40822784810126583,0.3663793103448283,0.42352941176470593,0.49056603773584917,0.896575579384296,0.4962406015037595,0.03141677575269358,0.5406698564593302,0.1249032258064516,1.0,0.46963294262800737,0.4835622869861585,1
0.46627565982404695,0.22134387351778656,0.12341772151898733,0.5129310344827589,0.6235294117647059,0.5509433962264151,0.17710134901418195,0.5263157894736843,0.04511126774745746,0.5119617224880383,0.18838709677419355,1.0,0.13181677976557682,0.14432136978043647,0
0.0,0.1660079051383399,0.45886075949367094,0.4784482758620694,0.3764705882352941,0.5358490566037737,0.9588377723970943,0.5864661654135339,0.023361192226361897,0.5358851674641149,0.12954838709677421,1.0,0.15192782233189384,0.11801546451508221,0
0.041055718475073305,0.292490118577075,0.3575949367088607,0.4698275862068968,0.5529411764705882,0.5962264150943397,0.5783465928744379,0.5714285714285715,0.034639009163226264,0.521531100478469,0.1832258064516129,1.0,0.136628624305984,0.11527497623519062,0
0.26392961876832843,0.42687747035573126,0.42563291139240506,0.6077586206896557,0.388235294117647,0.49056603773584917,0.8550674507090972,0.5413533834586467,0.0797502769106837,0.5550239234449762,0.1367741935483871,1.0,0.28554904380012336,0.27267916347870463,0
0.07917888563049852,0.41106719367588923,0.2579113924050633,0.5043103448275863,0.6235294117647059,0.5132075471698114,0.536838464199239,0.42105263157894746,0.15386164535293528,0.4497607655502393,0.14090322580645162,1.0,0.0767890191239976,0.061995432519533766,0
0.6686217008797654,0.32411067193675885,0.34177215189873417,0.418103448275863,0.6,0.43018867924528315,0.9999999999999999,0.4962406015037595,0.07813916020541736,0.45454545454545464,0.1367741935483871,1.0,0.3888186304750153,0.40176960886601293,1
0.8328445747800587,0.3636363636363636,0.3575949367088607,0.3318965517241379,0.15294117647058825,0.34716981132075475,0.9999999999999999,0.6466165413533835,0.1506394119424026,0.7607655502392345,0.17135483870967744,1.0,0.47086674892041946,0.491839396257912,1
0.906158357771261,0.45059288537549397,0.4414556962025316,0.5043103448275863,0.32941176470588235,0.4679245283018868,0.9999999999999999,0.5864661654135339,0.14902829523713626,0.5598086124401914,0.13729032258064516,1.0,0.5684608266502157,0.5893145301523266,1
0.0,0.42687747035573126,0.7420886075949367,0.5043103448275863,0.7176470588235294,0.43018867924528315,0.9173296437218955,0.5413533834586467,0.06847245997381937,0.4593301435406699,0.18167741935483872,1.0,0.38548735348550267,0.33900732651689053,0
0.7976539589442815,0.41106719367588923,0.4414556962025316,0.418103448275863,0.5764705882352941,0.49056603773584917,0.9999999999999999,0.40601503759398505,0.03061121740006041,0.5550239234449762,0.1367741935483871,1.0,0.5221930906847624,0.5373240824465002,1
0.7038123167155426,0.42687747035573126,0.45886075949367094,0.418103448275863,0.7764705882352941,0.3849056603773585,0.12867519889311657,0.43609022556390986,0.04269459268955795,0.6411483253588517,0.13574193548387098,0.8606356968215159,0.49652991980259087,0.505727319097633,1
0.0,0.3636363636363636,0.37500000000000006,0.418103448275863,0.36470588235294116,0.5358490566037737,0.40539605672777584,0.5563909774436091,0.023361192226361897,0.660287081339713,0.14761290322580647,1.0,0.08962060456508336,0.05950534418399778,0
0.6686217008797654,0.45059288537549397,0.4920886075949367,0.418103448275863,0.6705882352941177,0.5962264150943397,0.9999999999999999,0.9323308270676692,0.03061121740006041,0.5502392344497609,0.14348387096774196,1.0,0.5080043183220234,0.5138560432171757,1
0.5219941348973607,0.20553359683794464,0.5759493670886076,0.5905172413793105,0.3764705882352941,0.5509433962264151,0.5437564856451055,0.45112781954887227,0.02497230893162824,0.5358851674641149,0.12335483870967742,1.0,0.5078809376927822,0.5020269643643782,0
0.3196480938416422,0.150197628458498,0.4414556962025316,0.3318965517241379,0.788235294117647,0.49056603773584917,0.5091663784157731,0.40601503759398505,0.03705568422112577,0.5502392344497609,0.1367741935483871,1.0,0.3170111042566316,0.3067938373791473,0
0.46627565982404695,0.18972332015810273,0.5253164556962024,0.5905172413793105,0.5058823529411764,0.21886792452830192,0.7070217917675544,0.3458646616541353,0.7338636592488169,0.28708133971291866,0.4603870967741935,0.6161369193154034,0.44471005552128307,0.4380636896895504,0
0.3196480938416422,0.23715415019762848,0.6424050632911393,0.5905172413793105,0.44705882352941173,0.588679245283019,0.2684192320996195,0.4962406015037595,0.3093344074111368,0.46411483253588526,0.2678709677419355,0.22493887530562345,0.47506169031462053,0.4552160858779069,0
0.0967741935483871,0.3952569169960474,0.24050632911392406,0.7629310344827589,0.6588235294117647,0.0,0.4565894154271878,0.6165413533834587,0.5727519887221831,0.3732057416267943,0.32051612903225807,0.332518337408313,0.07037322640345467,0.05690396698430389,0
0.5571847507331378,0.23715415019762848,0.15822784810126583,0.6767241379310347,0.388235294117647,0.4377358490566039,0.33137322725700447,0.5714285714285715,0.5083073205115295,0.6842105263157896,0.40980645161290324,0.25427872860635703,0.19745527452190004,0.21302369525399384,0
0.4838709677419355,0.3636363636363636,0.5917721518987342,0.6767241379310347,0.7294117647058823,0.2943396226415095,0.1854029747492217,0.40601503759398505,0.35041788339542845,0.8947368421052633,0.6663225806451613,0.5965770171149145,0.5066471314003701,0.4976496023741625,0
0.6510263929618768,0.2766798418972332,0.5079113924050633,0.8491379310344831,0.32941176470588235,0.5132075471698114,0.2269111034244206,0.6466165413533835,0.6323633068170377,0.5885167464114833,0.743741935483871,0.39119804400978003,0.5102251696483652,0.5142687394217618,1
0.42815249266862165,0.1660079051383399,0.4414556962025316,0.5905172413793105,0.7529411764705882,0.07547169811320756,0.310619162919405,0.37593984962406024,0.27227872319001106,0.6937799043062202,0.9006451612903226,0.4792176039119805,0.36290869833436146,0.3581026407920059,0
0.8328445747800587,0.30830039525691694,0.4920886075949367,0.7629310344827589,0.8470588235294118,0.7320754716981134,0.24766516776202002,0.736842105263158,0.3520290001006948,0.368421052631579,0.5889032258064516,0.6650366748166259,0.5748766193707587,0.5895695671326888,1
0.7419354838709677,0.150197628458498,0.24050632911392406,0.5905172413793105,0.388235294117647,0.588679245283019,0.1854029747492217,0.4962406015037595,0.5977242976538113,0.20095693779904308,0.4603870967741935,0.7823960880195598,0.33798581122763716,0.35980907004242885,1
0.24633431085043989,0.45059288537549397,0.4414556962025316,0.6767241379310347,0.611764705882353,0.21886792452830192,0.4773434797647872,0.3458646616541353,0.7338636592488169,0.6028708133971293,0.24464516129032257,0.20537897310513453,0.2908544108574954,0.2760688367995177,0
0.4838709677419355,0.30830039525691694,0.24050632911392406,0.5905172413793105,0.7176470588235294,0.4377358490566039,0.4980975441023867,0.7218045112781954,0.3069177323532373,0.5550239234449762,0.32051612903225807,0.16625916870415652,0.23187847008019735,0.23961709675175652,0
0.501466275659824,0.33992094861660077,0.2579113924050633,0.6767241379310347,0.388235294117647,0.07547169811320756,0.24766516776202002,0.736842105263158,0.7588359681804452,0.368421052631579,0.42374193548387096,0.273838630806846,0.2533466995681679,0.2609103660939928,0
0.07917888563049852,0.11857707509881427,0.5253164556962024,0.6767241379310347,0.5058823529411764,0.0,0.310619162919405,0.45112781954887227,0.3069177323532373,0.4497607655502393,0.6678709677419356,0.1858190709046455,0.2807371992597162,0.25321288632306244,0
0.5219941348973607,0.23715415019762848,0.5759493670886076,0.5043103448275863,0.3764705882352941,0.14339622641509434,0.35212729159460393,0.36090225563909784,0.6533078239855,0.6507177033492824,0.49135483870967744,0.25427872860635703,0.508374460209747,0.5022866383807472,0
0.3548387096774194,0.41106719367588923,0.5079113924050633,0.5043103448275863,0.788235294117647,0.8075471698113208,0.3936354202698028,0.6315789473684211,0.46883496123250434,0.5885167464114833,0.3881290322580645,0.332518337408313,0.38770820481184454,0.37610361456956726,0
0.281524926686217,0.2529644268774703,0.27373417721518983,0.418103448275863,0.36470588235294116,0.588679245283019,0.2684192320996195,0.2857142857142858,0.37377907562179036,0.36363636363636365,0.6678709677419356,0.22493887530562345,0.17179210363972863,0.16734889058913566,0
0.1348973607038123,0.3636363636363636,0.42563291139240506,0.5043103448275863,0.7764705882352941,0.0,0.4980975441023867,0.6466165413533835,0.3093344074111368,0.736842105263158,0.3881290322580645,0.273838630806846,0.2302745219000617,0.2102971180821221,0
0.4486803519061584,0.150197628458498,0.3908227848101266,0.418103448275863,0.49411764705882355,0.14339622641509434,0.35212729159460393,0.36090225563909784,0.6533078239855,0.6507177033492824,0.49135483870967744,0.25427872860635703,0.3318167797655768,0.3306467505970185,0
0.6129032258064516,0.30830039525691694,0.34177215189873417,0.5905172413793105,0.30588235294117644,0.588679245283019,0.24766516776202002,0.5864661654135339,0.3874735676165542,0.2583732057416268,0.3055483870967742,0.1858190709046455,0.3651295496607032,0.37511128886415807,0
