N,P,K,temperature,humidity,ph,rainfall,fertility_score,crop
0.65,0.2439024390243903,0.39999999999999997,0.4205962287503404,0.7682029778454088,0.6359790153831284,0.9701916975337174,0.5085910652920963,20
0.5499999999999999,0.2682926829268293,0.36470588235294116,0.33641386253368377,0.7655266929002543,0.3744879886883672,1.0,0.46048109965635753,20
0.6285714285714286,0.2439024390243903,0.4117647058823529,0.41123447218050124,0.8057553367445389,0.34877382352652364,1.0,0.5017182130584193,20
0.6357142857142857,0.3252032520325204,0.36470588235294116,0.312834768229175,0.7688734080548868,0.5001110084590488,0.8619154806090183,0.5257731958762887,20
0.5428571428571428,0.28455284552845533,0.44705882352941173,0.4801117671489017,0.8001810745148886,0.1472398153678991,1.0,0.48797250859106533,20
0.47857142857142854,0.4390243902439025,0.4235294117647059,0.3400111060656653,0.7747866459882033,0.38958184697379306,1.0,0.5154639175257733,20
0.5928571428571429,0.29268292682926833,0.44705882352941173,0.30094043675526627,0.7949827455193827,0.4516540347246807,1.0,0.5154639175257733,20
0.7,0.34146341463414637,0.3764705882352941,0.40706073221275463,0.7790379288161698,0.7400232224599588,1.0,0.5670103092783506,20
0.4714285714285714,0.39024390243902446,0.4235294117647059,0.4765404958924755,0.7694554868494932,0.8437612304630326,1.0,0.4914089347079039,20
0.6928571428571428,0.4390243902439025,0.44705882352941173,0.5325685828098949,0.8111632998026639,0.4600037678592721,1.0,0.6254295532646048,20
0.6928571428571428,0.3658536585365854,0.4235294117647059,0.4526908816392776,0.7697054187222091,0.6617186488352558,1.0,0.5876288659793815,20
0.42857142857142855,0.3577235772357724,0.45882352941176463,0.2888598180175501,0.8165389803236747,0.4492917129102969,1.0,0.4673539518900345,20
0.6,0.3739837398373984,0.3529411764705882,0.35545841725002525,0.7708805225044147,0.3974688805829405,0.9270033434816222,0.5257731958762887,20
0.5214285714285715,0.42276422764227645,0.4235294117647059,0.3181379067331561,0.8218235184385148,0.34125947242715826,1.0,0.5292096219931273,20
0.6571428571428571,0.2439024390243903,0.4117647058823529,0.3501222202259736,0.7671732714871466,0.47823211324675463,0.938001933676666,0.5154639175257733,20
0.6071428571428571,0.2601626016260163,0.39999999999999997,0.45263023761545784,0.7956754047257433,0.4799666677409231,1.0,0.4948453608247423,20
0.7,0.39024390243902446,0.388235294117647,0.2666567431999859,0.7826670876457097,0.1329253230216969,1.0,0.59106529209622,20
0.6285714285714286,0.39837398373983746,0.45882352941176463,0.5053391463705235,0.8092512936304541,0.42475275229766507,1.0,0.5807560137457045,20
0.6785714285714286,0.40650406504065045,0.43529411764705883,0.5516020422176082,0.7886994858364216,0.3736464461271316,0.9028503685519961,0.6013745704467355,20
0.7071428571428571,0.42276422764227645,0.3529411764705882,0.5499522566840098,0.7771977582054986,0.37614313441883707,1.0,0.597938144329897,20
0.6785714285714286,0.27642276422764234,0.36470588235294116,0.42362474605443246,0.8006001882564597,0.27355219177629975,1.0,0.5257731958762887,20
0.42857142857142855,0.3089430894308943,0.45882352941176463,0.2994961898498478,0.7982270784733726,0.7505047709321728,1.0,0.4467353951890035,20
0.45,0.3170731707317074,0.4235294117647059,0.4371418052618936,0.807427777972445,0.2792018862903227,1.0,0.450171821305842,20
0.44285714285714284,0.3008130081300813,0.36470588235294116,0.3763991270384891,0.787741004614024,0.4969057349640318,1.0,0.4226804123711341,20
0.45714285714285713,0.3252032520325204,0.44705882352941173,0.5007286899047123,0.8050541526687626,0.26673275176503863,0.9891679994909942,0.4639175257731959,20
0.5928571428571429,0.4471544715447155,0.36470588235294116,0.49929914668386344,0.7649673550686285,0.6187831898917331,0.9418953180637618,0.5567010309278351,20
0.5857142857142857,0.28455284552845533,0.4117647058823529,0.42220052613743997,0.8202813600825476,0.45614120239271605,1.0,0.4982817869415809,20
0.6071428571428571,0.3821138211382114,0.47058823529411764,0.5305731465495247,0.7912931150932164,0.701144551663814,1.0,0.5670103092783506,20
0.65,0.2439024390243903,0.388235294117647,0.46875574888499894,0.7694788209395936,0.4208639424966023,0.8524343882278558,0.5051546391752578,20
0.5428571428571428,0.3577235772357724,0.43529411764705883,0.4714399537084344,0.8163244042064592,0.18226144300555158,0.921668091420104,0.5154639175257733,20
0.5285714285714286,0.27642276422764234,0.388235294117647,0.39646831648394687,0.8176559747096921,0.8445676579231585,1.0,0.46048109965635753,20
0.5642857142857143,0.3089430894308943,0.39999999999999997,0.32772925456993496,0.7716558869251309,0.6596150032857993,0.9939342788478681,0.4948453608247423,20
0.6285714285714286,0.40650406504065045,0.47058823529411764,0.45732724403576164,0.7681490751968038,0.8312778391465276,1.0,0.5876288659793815,20
0.42857142857142855,0.2520325203252033,0.44705882352941173,0.40476507619329793,0.799540869262507,0.20278895903020144,1.0,0.4192439862542956,20
0.5428571428571428,0.4471544715447155,0.39999999999999997,0.2569816576460666,0.7673685789113345,0.5833633947400072,0.9822888799970105,0.5429553264604812,20
0.6642857142857143,0.41463414634146345,0.43529411764705883,0.4233600496150949,0.7896194203125875,0.7418951275246268,0.9119626778958144,0.597938144329897,20
0.46428571428571425,0.4471544715447155,0.44705882352941173,0.34107291313404264,0.7857503747382529,0.29843570779555173,1.0,0.5189003436426117,20
0.6785714285714286,0.3821138211382114,0.36470588235294116,0.5268898702912459,0.8087014822071067,0.26891382225407834,1.0,0.5704467353951891,20
0.5357142857142857,0.2682926829268293,0.39999999999999997,0.40544377517453567,0.8200434800884588,0.4416465263605387,1.0,0.4639175257731959,20
0.5285714285714286,0.39837398373983746,0.388235294117647,0.5018519070184138,0.8043644340980383,0.6743989175312444,1.0,0.5120274914089348,20
0.65,0.2520325203252033,0.47058823529411764,0.4489471080142877,0.7923279007096714,0.37364310872555073,1.0,0.5326460481099657,20
0.5071428571428571,0.33333333333333337,0.4117647058823529,0.2672293012813153,0.7884086663440194,0.7043381955524435,0.8955820108976932,0.4810996563573884,20
0.7071428571428571,0.40650406504065045,0.3529411764705882,0.33024112157757457,0.7660798757643139,0.5153393826193093,1.0,0.59106529209622,20
0.5142857142857142,0.28455284552845533,0.388235294117647,0.27309019902952747,0.7894096624349782,0.7958242904424531,1.0,0.45704467353951894,20
0.5928571428571429,0.4308943089430895,0.47058823529411764,0.506205855836594,0.8049338700195957,0.35428010439955826,1.0,0.5807560137457045,20
0.6642857142857143,0.4308943089430895,0.388235294117647,0.2818522607152034,0.8079573766282754,0.6260895868531664,1.0,0.59106529209622,20
0.5,0.2520325203252033,0.43529411764705883,0.3353582958125708,0.7718840658666393,0.6296405821353857,0.9499725202776655,0.450171821305842,20
0.5428571428571428,0.34146341463414637,0.43529411764705883,0.2586525980310924,0.8022428294081829,0.3192653583044833,1.0,0.5085910652920963,20
0.7071428571428571,0.29268292682926833,0.36470588235294116,0.44958288840378247,0.7958116646034158,0.5762694901552379,0.846605993323583,0.5463917525773196,20
0.7071428571428571,0.39837398373983746,0.3764705882352941,0.3049097576647235,0.7672177859974191,0.2821460160186351,0.9306221924388495,0.5945017182130585,20
0.6142857142857142,0.4390243902439025,0.3529411764705882,0.5075990787261455,0.7882629109821954,0.6297502486524893,1.0,0.5601374570446737,20
0.4928571428571428,0.33333333333333337,0.4235294117647059,0.4139324370198496,0.7666366194053094,0.13231652147144968,1.0,0.4776632302405499,20
0.65,0.41463414634146345,0.3764705882352941,0.40479552936729446,0.7699885075383809,0.4797962465781336,1.0,0.5738831615120276,20
0.4357142857142857,0.3821138211382114,0.4235294117647059,0.4722219582188154,0.8093596188321395,0.6127263516702175,0.9625730387282802,0.47079037800687296,20
0.47857142857142854,0.3252032520325204,0.388235294117647,0.3740671153328965,0.7889672674468331,0.7207193114073109,1.0,0.45704467353951894,20
0.5642857142857143,0.3008130081300813,0.3764705882352941,0.4676962010344601,0.7969001638877014,0.5375101000304239,1.0,0.48453608247422686,20
0.5571428571428572,0.3089430894308943,0.43529411764705883,0.3127789726195269,0.798831192900207,0.7164317264737194,0.8974915231701323,0.5017182130584193,20
0.5357142857142857,0.39837398373983746,0.36470588235294116,0.5297481841642466,0.8173855346907317,0.6496270665101109,1.0,0.5085910652920963,20
0.6928571428571428,0.2520325203252033,0.47058823529411764,0.35227752626551667,0.7852710803949029,0.6278081159569868,1.0,0.5532646048109967,20
0.47857142857142854,0.34146341463414637,0.45882352941176463,0.5487817147181167,0.7844089760499188,0.8667904325247557,1.0,0.48453608247422686,20
0.5214285714285715,0.2439024390243903,0.388235294117647,0.46840348549395805,0.7866992975618962,0.13055957277867614,0.8642551517170958,0.44329896907216504,20
0.5499999999999999,0.2520325203252033,0.3764705882352941,0.5554914899993271,0.7805508009577841,0.4213382754855126,0.909260557506668,0.45704467353951894,20
0.5785714285714285,0.29268292682926833,0.388235294117647,0.371908756992282,0.8074276179015821,0.7782333013298324,0.9423042411380963,0.4914089347079039,20
0.4857142857142857,0.42276422764227645,0.44705882352941173,0.5207577603378741,0.7677482346520431,0.31097732531412214,0.8483931623092612,0.5189003436426117,20
0.5142857142857142,0.3252032520325204,0.3529411764705882,0.4919979709382327,0.7981632000095442,0.3242361802348177,0.9133321746088389,0.4639175257731959,20
0.4357142857142857,0.39024390243902446,0.44705882352941173,0.5344873815649842,0.7757642893871922,0.47623079367946564,1.0,0.4810996563573884,20
0.47857142857142854,0.3089430894308943,0.39999999999999997,0.518795388708287,0.8221234219227618,0.3863255558995571,0.8684661891561261,0.45360824742268047,20
0.47857142857142854,0.4308943089430895,0.39999999999999997,0.4855794143360721,0.7696905179139766,0.24583095357152396,1.0,0.5051546391752578,20
0.4714285714285714,0.4471544715447155,0.388235294117647,0.3460388123074979,0.8043664763937175,0.4821372667757231,1.0,0.5051546391752578,20
0.5857142857142857,0.3089430894308943,0.388235294117647,0.39843407694029187,0.7802294636177062,0.1563457835410882,1.0,0.5017182130584193,20
0.6,0.3658536585365854,0.45882352941176463,0.49444857106582085,0.7799109695200378,0.3697080731226372,0.8470925427187542,0.5532646048109967,20
0.5785714285714285,0.39024390243902446,0.43529411764705883,0.4154385409255894,0.7755194823887182,0.17492010759721,1.0,0.5463917525773196,20
0.65,0.3658536585365854,0.4117647058823529,0.2909989874103589,0.8122314500637017,0.5052322399996159,1.0,0.5635738831615121,20
0.6642857142857143,0.39024390243902446,0.388235294117647,0.5574775585368896,0.785927265719388,0.6612589447170865,1.0,0.5738831615120276,20
0.6428571428571428,0.3170731707317074,0.388235294117647,0.42239345312724486,0.809265611145676,0.7651331968233661,1.0,0.5326460481099657,20
0.5785714285714285,0.3252032520325204,0.3529411764705882,0.5399650149663995,0.7647017409906848,0.4270583483135757,1.0,0.4948453608247423,20
0.5571428571428572,0.28455284552845533,0.388235294117647,0.537152120276138,0.8089404462043961,0.7848658321956565,1.0,0.4776632302405499,20
0.42857142857142855,0.3739837398373984,0.36470588235294116,0.3726995172812263,0.7965525712531385,0.3936160856108659,1.0,0.4467353951890035,20
0.6285714285714286,0.33333333333333337,0.43529411764705883,0.3721151869115801,0.804285902218991,0.541900681306452,0.9076362665963874,0.5463917525773196,20
0.6642857142857143,0.34146341463414637,0.3764705882352941,0.3219319545022493,0.7886041507821739,0.5149910642467648,1.0,0.5498281786941581,20
0.42857142857142855,0.40650406504065045,0.47058823529411764,0.3164844399315414,0.8026951034107404,0.3698111885202342,1.0,0.4914089347079039,20
0.5571428571428572,0.2439024390243903,0.45882352941176463,0.5406089391902131,0.8186218209690288,0.6621546599478718,0.8521368643810898,0.4810996563573884,20
0.46428571428571425,0.2601626016260163,0.4117647058823529,0.4016152507635098,0.8058444310493513,0.21490504460455373,0.8771225019435814,0.4295532646048111,20
0.5071428571428571,0.39837398373983746,0.12941176470588234,0.369077679875918,0.5700104400990728,0.3220268707873353,0.35224294908536025,0.42611683848797255,11
0.4357142857142857,0.3170731707317074,0.1411764705882353,0.5212599505053122,0.6634233848713348,0.6259240752372128,0.4278908493955324,0.3608247422680413,11
0.5714285714285714,0.3089430894308943,0.12941176470588234,0.41033465574513683,0.663645473537128,0.5555216403130416,0.24252814869478645,0.4192439862542956,11
0.5214285714285715,0.4308943089430895,0.18823529411764706,0.2537842419845574,0.49882598664130573,0.5396037068898643,0.21088418994890917,0.4639175257731959,11
0.4357142857142857,0.2682926829268293,0.1764705882352941,0.1886070761840123,0.5582134553043218,0.3787372442886461,0.23584500467265052,0.3505154639175258,11
0.4857142857142857,0.29268292682926833,0.12941176470588234,0.3325571655539954,0.5003150499304602,0.42717499974296436,0.4269518144913386,0.3711340206185567,11
0.6642857142857143,0.29268292682926833,0.1411764705882353,0.5003758333380448,0.6033450977576392,0.398652175740315,0.44457380385507256,0.46048109965635753,11
0.6357142857142857,0.4471544715447155,0.16470588235294115,0.4816162630642016,0.6055504898878024,0.36413333321789554,0.30169626748180095,0.5189003436426117,11
0.5428571428571428,0.3170731707317074,0.1411764705882353,0.273193259693677,0.5565453236674549,0.3491621853181306,0.23500872899320785,0.4123711340206186,11
0.47857142857142854,0.4471544715447155,0.23529411764705882,0.46981812424967195,0.6066877389844051,0.3221144321295937,0.4641328228619754,0.4639175257731959,11
0.5,0.3170731707317074,0.16470588235294115,0.3997749205451615,0.6856909401114223,0.3484331197986372,0.3863344190401478,0.3986254295532647,11
0.6428571428571428,0.3577235772357724,0.18823529411764706,0.46626279715252483,0.6253154760498938,0.5078374857697459,0.2807767917831695,0.4914089347079039,11
0.44285714285714284,0.3821138211382114,0.12941176470588234,0.35431015625264317,0.5125395928860753,0.6350013765733686,0.22766760651235657,0.3883161512027492,11
0.6571428571428571,0.3170731707317074,0.12941176470588234,0.20600522895575946,0.5946248043301966,0.4076692734787539,0.3887580278021921,0.4639175257731959,11
0.4714285714285714,0.39837398373983746,0.18823529411764706,0.4815360660686816,0.5286534260555346,0.3655170038679445,0.2707072684656993,0.42611683848797255,11
0.45,0.4308943089430895,0.19999999999999996,0.1787924380982071,0.47038378874417264,0.4389820404909368,0.22690300698969645,0.4329896907216495,11
0.5,0.34146341463414637,0.1411764705882353,0.4563435598123693,0.6496968051852652,0.5408293242283639,0.4377798224355188,0.4020618556701031,11
0.4357142857142857,0.29268292682926833,0.1411764705882353,0.4794398501859751,0.5886258841725324,0.3919654305484921,0.29449042592093844,0.3505154639175258,11
0.4714285714285714,0.39024390243902446,0.16470588235294115,0.3900235025851242,0.527655434581164,0.3949605698847276,0.2361524278686365,0.4158075601374571,11
0.5285714285714286,0.40650406504065045,0.16470588235294115,0.169900645978602,0.5605669023191111,0.46061264475112185,0.33386950887049205,0.450171821305842,11
0.5499999999999999,0.42276422764227645,0.18823529411764706,0.47027800602369374,0.6898402121837166,0.5279047180858751,0.3104276873758196,0.47422680412371143,11
0.7071428571428571,0.3658536585365854,0.1176470588235294,0.17412415988495655,0.6577324456746032,0.2766090024572454,0.3539012128333916,0.5051546391752578,11
0.5285714285714286,0.41463414634146345,0.19999999999999996,0.18008305688115567,0.6051860100734189,0.5995526415034409,0.3168675396483501,0.4639175257731959,11
0.5928571428571429,0.3252032520325204,0.18823529411764706,0.2040816751931095,0.5114810759052021,0.31336348413166193,0.3104928835044155,0.45360824742268047,11
0.7142857142857143,0.34959349593495936,0.12941176470588234,0.5046202148923224,0.6118492579610719,0.27059606961906835,0.2831763736238192,0.5051546391752578,11
0.5642857142857143,0.3739837398373984,0.12941176470588234,0.48799117259035096,0.6269730859007483,0.5370796173971972,0.39763294080626804,0.44329896907216504,11
0.6714285714285714,0.27642276422764234,0.15294117647058825,0.42483995034762967,0.4965159018872396,0.3588436414533216,0.43083166937847045,0.46048109965635753,11
0.5357142857142857,0.3577235772357724,0.1176470588235294,0.3220313775463315,0.662644836924332,0.36531599067160103,0.42903311777860026,0.4192439862542956,11
0.5571428571428572,0.34959349593495936,0.19999999999999996,0.38986063157298045,0.5630660260228506,0.28055971759912235,0.26189956325921193,0.450171821305842,11
0.6214285714285714,0.39837398373983746,0.1764705882352941,0.5001731663084275,0.5674093757817418,0.5345528775772252,0.4621207278297222,0.4948453608247423,11
0.6214285714285714,0.2439024390243903,0.23529411764705882,0.31808245812470226,0.5637480018320536,0.4321186650111237,0.23819765122042136,0.4467353951890035,11
0.45,0.3089430894308943,0.16470588235294115,0.19032048296802984,0.4733349336072269,0.5513924062003321,0.36907862409202874,0.3711340206185567,11
0.6,0.42276422764227645,0.23529411764705882,0.3656515607467512,0.6209803804262056,0.5120846642046055,0.2304754773216574,0.5120274914089348,11
0.45714285714285713,0.2439024390243903,0.2117647058823529,0.38683295885670077,0.5487310198307593,0.30414201290996523,0.2233301783045894,0.3608247422680413,11
0.42857142857142855,0.33333333333333337,0.19999999999999996,0.46859704712494077,0.592800478483764,0.5471491041295089,0.35313085311764797,0.3814432989690722,11
0.7,0.3170731707317074,0.18823529411764706,0.5069245206258266,0.6932141557357179,0.5211970549280134,0.45514773201382736,0.5017182130584193,11
0.5357142857142857,0.41463414634146345,0.15294117647058825,0.2287459365118052,0.5542142631137794,0.3082162270815165,0.21244995149664647,0.45360824742268047,11
0.6142857142857142,0.40650406504065045,0.18823529411764706,0.3222854544396845,0.5220192283636123,0.5930553267007943,0.4669242989626961,0.4982817869415809,11
0.7,0.2439024390243903,0.15294117647058825,0.4207507909389181,0.7019821880764389,0.4513375220797695,0.3731216773405046,0.46048109965635753,11
0.5428571428571428,0.42276422764227645,0.15294117647058825,0.21049042453761602,0.6983906206627332,0.410176922045133,0.386153810097459,0.46048109965635753,11
0.7071428571428571,0.41463414634146345,0.1411764705882353,0.43433103797266503,0.6818635629613529,0.44658889462171936,0.26524158321171243,0.5326460481099657,11
0.42857142857142855,0.3170731707317074,0.2117647058823529,0.4642785779785603,0.6453049041919738,0.3149980901469387,0.29472008382473525,0.3780068728522338,11
0.5285714285714286,0.34959349593495936,0.1411764705882353,0.32621661743919306,0.5295716130223326,0.49706162522587793,0.2555548294986815,0.4192439862542956,11
0.6357142857142857,0.4471544715447155,0.1411764705882353,0.4896284254883616,0.4932279662700242,0.3822071342068398,0.4249403081970103,0.5120274914089348,11
0.4928571428571428,0.3739837398373984,0.2117647058823529,0.351783606947929,0.6785875659527832,0.5924657133453837,0.4506011734050645,0.4329896907216495,11
0.6857142857142857,0.33333333333333337,0.19999999999999996,0.2804522907256999,0.6329319238878203,0.5148864664452757,0.24030642645850753,0.5051546391752578,11
0.4357142857142857,0.4471544715447155,0.1176470588235294,0.46778440480973904,0.629865541155168,0.4546203562835385,0.37049970676251015,0.40893470790378017,11
0.5285714285714286,0.4308943089430895,0.15294117647058825,0.25662671208856147,0.4831072683138342,0.5733512509387515,0.46313115020574264,0.45704467353951894,11
0.5285714285714286,0.3089430894308943,0.2117647058823529,0.5148196266710001,0.5486848347067446,0.469964026238614,0.4138819507775225,0.4226804123711341,11
0.45,0.3089430894308943,0.1411764705882353,0.22396133520511052,0.5910981160897995,0.5939697821910161,0.26651348834842464,0.36426116838487976,11
0.7071428571428571,0.2520325203252033,0.1764705882352941,0.28030732541166214,0.58962099721497,0.5588955720287696,0.30315454483094945,0.47422680412371143,11
0.5499999999999999,0.2520325203252033,0.2117647058823529,0.4607635052023513,0.48758827095789914,0.553145827466117,0.35586235763042356,0.40893470790378017,11
0.6214285714285714,0.4471544715447155,0.2117647058823529,0.2669227634816156,0.5726421075720155,0.49923586842858003,0.22054076487247948,0.5257731958762887,11
0.42857142857142855,0.2682926829268293,0.1411764705882353,0.1860064091701108,0.57646892465179,0.5083397362938784,0.29307497432794255,0.3367697594501719,11
0.6714285714285714,0.39837398373983746,0.1411764705882353,0.40302191896726236,0.5469484587354692,0.35332922008724044,0.4542436193329165,0.5085910652920963,11
0.6785714285714286,0.2682926829268293,0.19999999999999996,0.24842577970525648,0.5410329325352584,0.3170647874543753,0.42008279792787323,0.47422680412371143,11
0.6,0.3170731707317074,0.18823529411764706,0.3365893971252625,0.5489173874572103,0.3478758315907844,0.45397443416975175,0.45360824742268047,11
0.5499999999999999,0.4308943089430895,0.16470588235294115,0.37745825063096383,0.4849037328254079,0.3327586809217069,0.4243919778225284,0.47079037800687296,11
0.4714285714285714,0.3170731707317074,0.1764705882352941,0.21476243262471495,0.633189024233773,0.5766162438395461,0.3155608784282159,0.3883161512027492,11
0.45,0.2439024390243903,0.12941176470588234,0.3434829691183119,0.589735454753922,0.4563825791456495,0.3312447805585369,0.33333333333333337,11
0.5642857142857143,0.3252032520325204,0.1764705882352941,0.4211000273446981,0.5173407773031381,0.31310272118718885,0.3637291416768966,0.43642611683848803,11
0.5142857142857142,0.4471544715447155,0.23529411764705882,0.1906233896948547,0.6332439719045914,0.32807999207073113,0.3540305712271561,0.4810996563573884,11
0.47857142857142854,0.3739837398373984,0.22352941176470587,0.40789726174098906,0.5419246388524414,0.2794079620309551,0.23240101979620237,0.4295532646048111,11
0.6142857142857142,0.2520325203252033,0.22352941176470587,0.5408875479768054,0.6790288518192795,0.331632018221502,0.27703062050589566,0.44329896907216504,11
0.5428571428571428,0.34959349593495936,0.15294117647058825,0.22425529453887605,0.6404381428537779,0.3287287786695836,0.3285201331999596,0.4295532646048111,11
0.5357142857142857,0.39024390243902446,0.15294117647058825,0.2850728207016542,0.5196174791662018,0.608705317356173,0.43511419701862014,0.44329896907216504,11
0.5785714285714285,0.3252032520325204,0.2117647058823529,0.22560954941254607,0.6214770419249983,0.4357966978069643,0.3338359102906764,0.45360824742268047,11
0.5214285714285715,0.3252032520325204,0.18823529411764706,0.4560122884659059,0.6872849108346015,0.5500801946177589,0.39830120731681556,0.4192439862542956,11
0.5071428571428571,0.2439024390243903,0.22352941176470587,0.3542433539397032,0.5206174526282804,0.34170118507342506,0.24903134703000546,0.3883161512027492,11
0.6857142857142857,0.39837398373983746,0.19999999999999996,0.503878582988821,0.5420934042526934,0.6332786802817816,0.3285034846405187,0.5326460481099657,11
0.7071428571428571,0.27642276422764234,0.15294117647058825,0.2201375234631351,0.6246914541868626,0.41532616240511677,0.3527194928038865,0.4776632302405499,11
0.44285714285714284,0.34959349593495936,0.1764705882352941,0.329280132105249,0.5319062234524856,0.5685025533752626,0.3937223578669154,0.3883161512027492,11
0.6142857142857142,0.2601626016260163,0.12941176470588234,0.2775727342688943,0.5169494868633048,0.2735810144393105,0.24717017097554278,0.4192439862542956,11
0.6714285714285714,0.3658536585365854,0.16470588235294115,0.3991927503125099,0.6877209220640355,0.3537392751176933,0.4035099460123553,0.5017182130584193,11
0.5428571428571428,0.27642276422764234,0.22352941176470587,0.4407103179679448,0.47470717905272286,0.6424033712289838,0.2295879074985247,0.4192439862542956,11
0.5499999999999999,0.3821138211382114,0.1411764705882353,0.46729210395809906,0.5943148956468818,0.31299752733847974,0.2899961216357957,0.44329896907216504,11
0.5285714285714286,0.27642276422764234,0.2117647058823529,0.36964126088358285,0.5947026227031478,0.587090959111235,0.3543964666848857,0.40893470790378017,11
0.5785714285714285,0.3577235772357724,0.1764705882352941,0.16953041359992882,0.5335678069943821,0.26128649680696436,0.4381424870830741,0.45704467353951894,11
0.45,0.3008130081300813,0.18823529411764706,0.3973954473692971,0.6723864747550815,0.33450053120869927,0.24452170562652648,0.37457044673539525,11
0.7071428571428571,0.2682926829268293,0.18823529411764706,0.38084995466180604,0.6636894400623964,0.4769676342980891,0.24778360361429247,0.48453608247422686,11
0.6428571428571428,0.3821138211382114,0.23529411764705882,0.5157882161242002,0.6372277803491981,0.5978522537833131,0.4328822242762404,0.5154639175257733,11
0.4857142857142857,0.28455284552845533,0.16470588235294115,0.523165437945404,0.5998089001705508,0.5548689202653885,0.45380727066630616,0.3780068728522338,11
0.42857142857142855,0.42276422764227645,0.22352941176470587,0.19656189393281553,0.5446854387250222,0.417522897519083,0.28587533161945694,0.42611683848797255,11
0.5071428571428571,0.3821138211382114,0.15294117647058825,0.47794766604764116,0.4786198340438277,0.3325324684020301,0.30218843173678767,0.42611683848797255,11
0.4357142857142857,0.4390243902439025,0.1411764705882353,0.4007157481568986,0.5173458276514195,0.5083310974662711,0.4421898798880271,0.4123711340206186,11
0.6285714285714286,0.2682926829268293,0.1176470588235294,0.47683563415734254,0.5964470471227142,0.5033615645716194,0.22048021820908398,0.42611683848797255,11
0.46428571428571425,0.4471544715447155,0.19999999999999996,0.48928780256883164,0.674629247874837,0.5424125441848422,0.4573338290872992,0.4467353951890035,11
0.5571428571428572,0.2601626016260163,0.19999999999999996,0.4881742294694551,0.5655947390210816,0.47133180546751263,0.2832072046660666,0.4123711340206186,11
0.5571428571428572,0.4308943089430895,0.1176470588235294,0.47364655612704576,0.6188949958271167,0.5222650116055694,0.22267918210036303,0.46048109965635753,11
0.6571428571428571,0.4471544715447155,0.2117647058823529,0.19683709905234692,0.6627326824157512,0.3147634054254522,0.25928281591819713,0.5429553264604812,11
0.5642857142857143,0.4390243902439025,0.1411764705882353,0.27158549534999044,0.5705767229445371,0.5519836017294022,0.4604262962787736,0.47422680412371143,11
0.65,0.40650406504065045,0.1176470588235294,0.17176288135662054,0.6756919971956742,0.4831850457892013,0.3063644477692285,0.4948453608247423,11
0.5428571428571428,0.3739837398373984,0.15294117647058825,0.5243011148026184,0.6680169423319342,0.4498571428968894,0.3109933072466629,0.43986254295532656,11
0.6214285714285714,0.34959349593495936,0.23529411764705882,0.1962478290443158,0.5426181930812282,0.5552041397417207,0.38280545164331997,0.4914089347079039,11
0.5071428571428571,0.4471544715447155,0.19999999999999996,0.5201476693852252,0.5188348048032554,0.43899593805956716,0.3417999448730695,0.4673539518900345,11
